celltype	Mouse|Progenitors	Mouse|Neutrophils	Mouse|Erythroids	Mouse|Monocytes	Mouse|Macrophage	Mouse|pDC	Mouse|Basophil	Mouse|T cells	Mouse|NK cells	Mouse|B cells	Mouse|Plasma cells	Mouse|Granulocytopoietic cells	Mouse|DC
Fly|PH 1	0.689364556768321	0.598008939941223	0.886715432950751	0.621841474585569	0.203713118028504	0.788391002226182	0.749304338960554	0.558783789764949	0.428096567108073	0.888416479917692	0.651741584848801	0.888691896552619	0.888631598237805
Fly|PH	0.86978863146069	0.279207836234588	0.806924567624578	0.389366280409159	0.511602741461779	0.130129071264126	0.522664865630513	0.403331798005416	0.342915856554214	0.431924998982299	0.374366134318989	0.657189378636046	0.618776038378877
Fly|PM	0.443803146278173	0.448689791276998	0.478252932457338	0.57066354939658	0.572141464034139	0.485817056300619	0.572962968976471	0.506603987636868	0.625923228728246	0.525288512882782	0.283343188351444	0.583822410181331	0.630654633198968
Fly|PM 120	0.390511576412447	0.614177091760462	0.143013787592886	0.688322638919741	0.736950112807779	0.624445648085052	0.55206827086997	0.71973575623389	0.783555380333046	0.475309269656661	0.663197652970348	0.214747962352288	0.400128817395631
Fly|LM	0.168671253386569	0.766577341025876	0.145828419611741	0.71707742722937	0.517156456440645	0.879144559696864	0.241309786186794	0.772365833534536	0.602942270708723	0.354099598853226	0.550833958082626	0.27784968033773	0.377572589938278
Fly|CC	0.586169449634396	0.465183344158419	0.302821336504371	0.701242207363447	0.861620333140874	0.847819557838229	0.728685113129064	0.770670668041368	0.778683508304886	0.531618513641009	0.532930621521443	0.176315232135464	0.657456748676837
Fly|GST-rich	0.727990137717561	0.293365888578312	0.614459984100889	0.515302562601735	0.593843936942662	0.335848390117888	0.44927579426133	0.529336633690085	0.493829554774541	0.461299328047645	0.396501677016916	0.422506503355711	0.550756514206061
Fly|Adipohemocyte	0.222724182202641	0.737166675596849	0.0704182880489281	0.788693612525655	0.676171351069866	0.785134950888559	0.629071917682665	0.712570410710365	0.647186332375123	0.680838919913553	0.678252765800106	0.324304622583108	0.412235704955153
